"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"Israel","14.0","F-35A JSF","FGA aircraft","2015.0","","","$2.8 b deal (incl production of components in Israel); F-35I version; delivery planned 2019-2021"
"Israel","17.0","F-35A JSF","FGA aircraft","2017.0","","","F-35I version; incl production of components in Israel; delivery planned by 2027"
"Israel","1500.0","AVDS-1790","Diesel engine","1975.0","1979-2003","1500","For some 1280 Merkava-1/2/3 tanks produced in Israel and for modernization of M-60 tanks to MAGACH-7C; AVDS-1790-5A, AVDS-1790-6A and AVDS-1790-9AR version"
"Israel","3.0","Mk-15 Phalanx","CIWS","1986.0","1991-1995","3","For 4 Saar-4.5 (Hetz) FAC produced in Israel and modernization of 2 older Saar-4.5"
"Israel","53.0","APG-76","Combat ac radar","1987.0","1989-1994","53","For modernization of F-4E combat aircraft to F-4 Phantom-2000"
"Israel","5.0","F-15C Eagle","FGA aircraft","1988.0","1992","5","$265 m 'Peace Fox-4' deal; F-15D; Israeli designation Akef"
"Israel","60.0","F-16C","FGA aircraft","1988.0","1991-1993","60","F-16 Block-40 version; incl 30 F-16D version; Israeli designation Barak and Brakeet"
"Israel","20.0","AAQ-14 LANTIRN","Aircraft EO system","1989.0","1991-1992","20","AAQ-19 Sharpshooter version"
"Israel","18.0","AH-64A Apache","Combat helicopter","1989.0","1990-1991","18","$285 m deal; Israeli designation Peten-1"
"Israel","50.0","RGM-84 Harpoon","Anti-ship missile","1989.0","1994-1997","50","For Saar-5 (Eilat) corvettes"
"Israel","15.0","RGM-84 Harpoon","Anti-ship missile","1989.0","1991","15","For Saar-4.5 (Hertz) FAC"
"Israel","3.0","Saar-5","Corvette","1989.0","1994-1995","3","Built in USA to Israeli design; some weapon systems fitted in Israel; Israeli designation Eilat"
"Israel","525.0","AGM-114A HELLFIRE","Anti-tank missile","1990.0","1990-1991","525","AGM-114C and AG-114F versions; for AH-64A helicopters"
"Israel","300.0","AIM-9M Sidewinder","AIM-9S","1990.0","1993-1995","300","$32 m deal; AIM-9S version"
"Israel","15.0","F-15A Eagle","FGA aircraft","1990.0","1991","15","Second-hand; lease; incl 5 F-15B; Israeli designation Baz"
"Israel","4.0","King Air","Light transport ac","1990.0","1990","4","Israeli designation Zufit; incl for ELINT/SIGINT"
"Israel","64.0","MIM-104C PAC-2","SAM","1990.0","1991","64","Part of $117 m deal"
"Israel","2.0","Patriot","SAM system","1990.0","1991","2","Deal worth $117 m incl 64 missiles"
"Israel","2.0","RC-12 Guardrail","SIGINT aircraft","1990.0","1991","2","RC-12K Guardrail Common Sensor version; Israeli designation Kookiya"
"Israel","10.0","S-65A/CH-53 Stallion","Transport helicopter","1990.0","1990-1991","10","Second-hand"
"Israel","10.0","F-15A Eagle","FGA aircraft","1991.0","1992","10","Second-hand; Israeli designation Baz"
"Israel","57.0","MIM-104C PAC-2","SAM","1991.0","1993","57","Part of $105 m deal"
"Israel","1.0","Patriot","SAM system","1991.0","1993","1","Part of $105 m deal"
"Israel","6.0","AH-64A Apache","Combat helicopter","1992.0","1993","6","Second-hand; Israeli designation Peten-2"
"Israel","18.0","AH-64A Apache","Combat helicopter","1992.0","1993","18","Second-hand; Israeli designation Peten-2"
"Israel","10.0","AAQ-13 LANTIRN","Combat ac radar","1993.0","1995","10","For F-16 combat aircraft"
"Israel","344.0","FIM-92 Stinger","Portable SAM","1993.0","1993-1996","344",""
"Israel","6.0","M-113","APC","1993.0","1995","6","Second-hand; M-577A2 CP version"
"Israel","3.0","M-113","APC","1993.0","1994","3","M-577A2 CP version"
"Israel","450.0","M-901 ITV","Tank destroyer","1993.0","1994-1995","450","Second-hand; aid"
"Israel","10.0","S-70/UH-60A","Helicopter","1993.0","1994","10","Second-hand; Israeli designation Yanshuf; aid"
"Israel","21.0","F-15E Strike Eagle","FGA aircraft","1994.0","1998-1999","21","$1.76-2 b deal (financed by US 'FMF' aid; offsets $1 b); F-15I version; Israeli designation Ra'am"
"Israel","50.0","F-16A","FGA aircraft","1994.0","1994-1995","50","Second-hand; 'Peace Marble-4' deal; aid; incl 14 F-16B; Israeli designation Netz"
"Israel","6.0","M-270 MLRS 227mm","Self-propelled MRL","1994.0","1994","6","Deal incl 726 rockets and 720 training rockets"
"Israel","20.0","TB-20 Trinidad","Light aircraft","1994.0","1996","20","Israeli designation Paskosh"
"Israel","250.0","AGM-114K HELLFIRE","Anti-tank missile","1995.0","1998-1999","250","$45 m deal"
"Israel","16.0","AH-1F Cobra","Combat helicopter","1995.0","1996-1997","16","Second-hand; aid; AH-1E version; no. could be between 8 and 28"
"Israel","4.0","F-15E Strike Eagle","FGA aircraft","1995.0","1999","4","$253 m deal; F-15I version; Israeli designation Ra'am"
"Israel","28.0","M-113","APC","1995.0","1995","28","Second-hand; M-577A2 CP version; aid"
"Israel","58.0","M-270 MLRS 227mm","Self-propelled MRL","1995.0","1995-1999","58",""
"Israel","15.0","S-70/UH-60L","Helicopter","1997.0","1998","15","$110 m deal; S-70A-50 Peace Hawk version; Israeli designation Yanshuf-2"
"Israel","30.0","AAQ-13 LANTIRN","Combat ac radar","1998.0","2000-2001","30","For F-15I combat aircraft"
"Israel","30.0","AAQ-14 LANTIRN","Aircraft EO system","1998.0","2000-2001","30","For F-15I combat aircraft"
"Israel","64.0","AIM-120B AMRAAM","BVRAAM","1998.0","1998-2001","64","$28 m deal"
"Israel","5.0","King Air","Light transport ac","1998.0","2000","5","B200T version; Israeli designation Zufit-2; incl for EW and ELINT/SIGINT"
"Israel","16.0","RGM-84 Harpoon","Anti-ship missile","1998.0","2001-2002","16","$26 m deal"
"Israel","300.0","8V-92TA","Diesel engine","1999.0","2000-2002","300","For Achzarit Mk-2 IFV produced in Israel"
"Israel","42.0","AIM-120B AMRAAM","BVRAAM","1999.0","2001-2002","42",""
"Israel","160.0","MIM-72C Chaparral","SAM","1999.0","1999","160","Second-hand; aid; MIM-72E version"
"Israel","480.0","AGM-114L HELLFIRE","Anti-tank missile","2000.0","2005-2006","480","AGM-114L3 version; for AH-64D helicopters"
"Israel","50.0","AVDS-1790","Diesel engine","2000.0","2004-2005","50","For Namer APC produced in Israel"
"Israel","1.0","Boeing-707","Transport aircraft","2000.0","2001","1","Second-hand but modernized and modified to tanker aircraft after delivery"
"Israel","700.0","JDAM","Guided bomb","2000.0","2000-2001","700","$45 m deal"
"Israel","40.0","AGM-142A/Popeye-1","ASM","2001.0","2002-2003","40","$31 m deal; AGM-142F-1/2 versions; designed by Israel but produced in and bought from USA to use US 'FMF' aid"
"Israel","30.0","AH-1F Cobra","Combat helicopter","2001.0","2002-2005","30","Second-hand; aid"
"Israel","12.0","AH-64D Apache","Combat helicopter","2001.0","2005-2006","12","$509 m deal (financed by US 'FMF' aid); incl 3 Israeli AH-64A rebuilt to AH-64D; Israeli designation Sharaf"
"Israel","48.0","AIM-120C AMRAAM","BVRAAM","2001.0","2003-2004","48",""
"Israel","3.0","Gulfstream-5","Light transport ac","2001.0","2005-2007","3","$174-206 m deal (partly financed by US 'FMF' aid); G-550 version; modified in Israel to G-550 SEMA Shavit ELINT aircraft; delivery 2005-2007"
"Israel","1000.0","JDAM","Guided bomb","2001.0","2002","1000",""
"Israel","8.0","King Air","Light transport ac","2001.0","2002-2003","8","B200CT version; modified in Israel for SIGINT; Israeli designation Zufit-3"
"Israel","24.0","S-70/UH-60L","Helicopter","2001.0","2002","24","$212 m deal; S-70A-55 version; Israeli designation Yanshuf-3"
"Israel","400.0","BGM-71F TOW-2B","Anti-tank missile","2002.0","2003-2004","400","Part of $52 m deal; TOW-2A/TOW-2B version"
"Israel","2030.0","BGM-71 TOW","Anti-tank missile","2002.0","2003-2004","2030","$80 m deal; TOW-2A version"
"Israel","120.0","HMMWV Up-Armoured","APV","2002.0","2003-2004","120","M-1114 version; for use in West Bank and Gaza Strip Palestinian areas"
"Israel","1000.0","JDAM","Guided bomb","2002.0","2003","1000","$27 m deal"
"Israel","6.0","King Air","Light transport ac","2002.0","2003","6","B200CT version; for training; Israeli designation Zufit-5"
"Israel","54.0","M-106","Self-propelled mortar","2002.0","2002","54","Probably Second-hand; possibly incl some M-113 APCs"
"Israel","15.0","M-113","APC","2002.0","2003","15","Second-hand; aid; XM-981 version"
"Israel","2.0","G-550 AEW","AEW&C aircraft","2003.0","2007","2","Part of $473 m deal (partly financed by US 'FMF' aid); modified in Israel to Eitam AEW aircraft"
"Israel","200.0","AGM-114K HELLFIRE","Anti-tank missile","2004.0","2006","200","Part of $50 m deal; AGM-114K and AGM-114M version"
"Israel","6.0","AH-64D Apache","Combat helicopter","2004.0","2006","6","$200 m deal; Israeli AH-64A rebuilt to AH-64D; Israeli designation Saraf"
"Israel","6.0","APG-78 Longbow","Combat heli radar","2004.0","2006","6","For AH-64D combat helicopters"
"Israel","18.0","Bonanza","Light aircraft","2004.0","2004-2005","18","$11 m deal; option on 6 more"
"Israel","840.0","JDAM","Guided bomb","2004.0","2005","840","$17.5 m deal"
"Israel","500.0","Paveway","Guided bomb","2004.0","2005-2006","500","GBU-27 Paveway-3 version"
"Israel","42.0","AH-1F Cobra","Combat helicopter","2005.0","2006","42","Second-hand; aid"
"Israel","100.0","GBU-28","Guided bomb","2005.0","2006","100",""
"Israel","50.0","M-106A3","Self-propelled mortar","2006.0","2007-2009","50","Second-hand; M-1064A3 version; 2 more for spare parts only"
"Israel","50.0","GBU-28","Guided bomb","2007.0","2009","50",""
"Israel","2350.0","JDAM","Guided bomb","2007.0","2007-2008","2350","Replacing JDAM used in 2006 war against Hezbollah in Lebenon"
"Israel","1000.0","GBU-39 SDB","Guided bomb","2008.0","2010-2012","1000","$77 m deal; Israeli designation Sharp Hail"
"Israel","20.0","PC-9","Trainer aircraft","2008.0","2009-2010","20","$124 m deal (funded by US 'FMF' aid); T-6A Texan-2 version; Israeli designation Efroni"
"Israel","3450.0","JDAM","Guided bomb","2009.0","2010-2012","3450",""
"Israel","100.0","8V-92TA","Diesel engine","2010.0","2011-2012","100","$21 m deal; for modernization of Achzarit IFV"
"Israel","1.0","Boeing-707","Transport aircraft","2010.0","2011","1","Second-hand but modernized and modified to tanker aircraft after delivery"
"Israel","3.0","C-130J Hercules","Transport aircraft","2010.0","2013-2015","3","$250 m deal; Israeli designation Samson"
"Israel","150.0","JDAM","Guided bomb","2010.0","2010","150","LJDAM version"
"Israel","3.0","AH-64D Apache","Combat helicopter","2011.0","2012","3","Israeli AH-64A rebuilt to AH-64D; Israeli designation Saraf"
"Israel","160.0","M-106A3","Self-propelled mortar","2011.0","2012","160","Second-hand; M-106A4 version with 120mm mortar"
"Israel","1.0","PC-9","Trainer aircraft","2011.0","2012","1","T-6A Texan-2 version; Israeli designation Efroni"
"Israel","60.0","F-124","Turbofan","2012.0","2014-2016","60","$735 m deal; funded by 'FMF' aid; for 30 M-346 trainer aircraft from Italy"
"Israel","3450.0","GBU-39 SDB","Guided bomb","2012.0","2015-2017","3450",""
"Israel","1500.0","JDAM","Guided bomb","2012.0","2013","1500",""
"Israel","300.0","M-113","APC","2012.0","2013-2015","300","Second-hand; aid; M-577A2 version"
"Israel","4.0","C-130J Hercules","Transport aircraft","2013.0","2016","3","Israeli designation Samson; delivery 2016-2018"
"Israel","2701.0","JDAM","Guided bomb","2013.0","2014-2015","2701","$66 m deal"
"Israel","60.0","AAQ-14 LANTIRN","Aircraft EO system","2014.0","2015","60","Second-hand; aid"
"Israel","3000.0","JDAM","Guided bomb","2014.0","2015-2016","3000","$66 m. deal"
"Israel","150.0","M-270 chassis","Gun chassis","2014.0","","","Second-hand (chassis of M-270 MLRS MRL); for self-propelled gun produced in Israel"
"Israel","100.0","8V-92TA","Diesel engine","2015.0","2016-2017","100","$16 m deal; for modernization of Achzarit IFV"
"Israel","4100.0","GBU-39 SDB","Guided bomb","2015.0","2017","500",""
"Israel","100.0","JDAM","Guided bomb","2015.0","2016","100",""
"Israel","15.0","M-270 MLRS 227mm","Self-propelled MRL","2015.0","2015","15","Second-hand"
"Israel","25.0","APG-82","Combat ac radar","2016.0","","","APG-82(V)1 version for modernization of 25 F-15I combat aircraft"
"Israel","10.0","F-15C Eagle","FGA aircraft","2016.0","2016","10","Second-hand; aid; F-15D version; possibly (partly) for spare parts"
"Israel","1000.0","GMLRS","Guided rocket","2016.0","2017","500",""
"Israel","1.0","Gulfstream-5","Light transport ac","2017.0","","","G-550 version; modified in Israel to special mission aircraft"
"Israel","8.0","S-70B/SH-60B Seahawk","ASW helicopter","2017.0","","","Second-hand; selected but contract not yet signed end-2017"
"Italy","34.0","Bell-412","Helicopter","1980.0","1983-2007","34","AB-412SP/HP/EP and AB-412 Griffon version; incl 10 for coast guard"
"Italy","8.0","DE-1167LF","ASW sonar","1982.0","1987-1991","8","For 8 Minerva corvettes produced in Italy"
"Italy","22.0","M-270 MLRS 227mm","Self-propelled MRL","1985.0","1990-1993","22","From European production line (incl production of components in Italy and other European countries and assembly in Italy)"
"Italy","4.0","LM-2500","Gas turbine","1986.0","1993","4","For 2 De la Penne destroyers produced in Italy"
"Italy","50.0","MD-500E","Light helicopter","1987.0","1987-1993","50","For training; Italian designation NH-500E"
"Italy","13.0","S-61R","Transport helicopter","1990.0","1991-1993","13","AS-61D version"
"Italy","13.0","AV-8B Harrier-2 Plus","FGA aircraft","1992.0","1995-1997","13","$522 m deal; assembled from kits in Italy; for use on aircraft-carrier"
"Italy","60.0","T-700","Turboshaft","1997.0","2001-2005","60","T-700-T-6A/3 version for 20 EH-101 helicopters produced in Italy"
"Italy","18.0","LM-2500","Gas turbine","2000.0","2007-2017","14","For 1 Cavour aircraft carrier, 2 Doria (Horizon) destroyers and 10 Bergamini (FREMM) frigates produced in Italy"
"Italy","940.0","JDAM","Guided bomb","2001.0","2002-2003","940",""
"Italy","4.0","KC-767 GTTA","Tanker/transport ac","2002.0","2011-2012","4","$619 m deal (offsets up to $1.1 b incl assembly of 3 in Italy); option on 2 more"
"Italy","92.0","T-700","Turboshaft","2003.0","2011-2017","58","T-700-T-6E1 version for 46 NH-90 NFH ASW helicopters produced in Italy"
"Italy","60.0","F-35A JSF","FGA aircraft","2006.0","2015-2017","9","Part of EUR7.5 b deal (incl assembly and production of components in Italy); 60 planned (originally 69 planned but reduced for financial reasons)"
"Italy","30.0","F-35B JSF","FGA aircraft","2006.0","","","Part of EUR7.5b deal (incl assembly and production of components in Italy); incl for use on aircraft carriers; 30 planned of which 11 agreed by end-2016 (originally 62 planned but reduced for financial reasons)"
"Italy","181.0","AGM-88E AARGM","ARM","2009.0","2017","10","Mainly Italian AGM-88 rebuilt to AGM-88E AARGM version (incl production of components in Italy); delivery 2017-2020"
"Italy","16.0","CH-47F Chinook","Transport helicopter","2009.0","2014-2017","14","EUR900 m ($1.2 b) deal; incl production of components and assembly in Italy); ICH-47F version; option on 4 more"
"Italy","2.0","G-550 AEW","AEW&C aircraft","2012.0","2016-2017","2","$750 m deal (incl AEW system from Israel and $41 m for production of components in Italy); ordered via Israel (offsets for Israeli order of M-346 trainer aircraft); Italian designation E-550A"
"Italy","864.0","GMLRS","Guided rocket","2012.0","2013-2017","864","For use with MLRS MRL; incl production of components in Italy; 12.5% of development financed by Italy"
"Italy","1.0","LM-2500","Gas turbine","2016.0","","","LM-2500+G4 version for 1 PPA OPV/frigate produced in Italy"
"Italy","100.0","Tornado IDS Radar","Combat ac radar","1976.0","1981-1990","100","For 100 Tornado IDS combat aircraft produced in Italy"
"Italy","1000.0","AIM-9L Sidewinder","SRAAM","1985.0","1986-1990","1000",""
"Italy","2.0","HR-3000 HADR","Air search radar","1985.0","1988-1990","2","Part of NATO 'NADGE' air survaillance network"
"Italy","280.0","6V-53","Diesel engine","1986.0","1989-1995","280","For 280 SIDAM AAV produced in Italy; 6V-53T version"
"Italy","2.0","DE-1164","ASW sonar","1986.0","1994","2","For 2 De la Penne destroyers produced in Italy"
"Italy","2.0","Mk-74 Tartar GMFCS","Naval SAM system","1986.0","1991-1992","2","For 2 Animoso destroyers produced in Italy"
"Italy","2.0","SPS-52","Air search radar","1986.0","1993","2","For 2 De la Penne Class destroyers produced in Italy"
"Italy","1440.0","BGM-71 TOW","Anti-tank missile","1987.0","1990-1996","1440","BGM-71D TOW-2 version; for A-129 helicopters"
"Italy","8.0","RIM-66B Standard-1MR","SAM","1987.0","1992","8","For De la Penne destroyers"
"Italy","4.0","Air refuel system","Air refuel system","1988.0","1992-1993","4","For modification of 4 Boeing-707 transport aircraft to Boeing-707T/T tanker/transport aircraft"
"Italy","2.0","AV-8B Harrier-2","FGA aircraft","1989.0","1991","2","$103 m deal; TAV-8B version; for use on aircraft carrier"
"Italy","4.0","TPS-77","Air search radar","1990.0","1993-1994","4","AN/FPS-117(V)5 version; part of NATO 'NADGE' air surveillance network"
"Italy","44.0","AGM-88 HARM","ARM","1991.0","1992-1993","44","AGM-88A version"
"Italy","3.0","AV-8B Harrier-2 Plus","FGA aircraft","1991.0","1994","3","For use on aircraft carrier"
"Italy","74.0","AGM-88 HARM","ARM","1992.0","1993","74",""
"Italy","446.0","AGM-88 HARM","ARM","1992.0","1994-1996","446","Deal worth $145 m; AGM-88B version"
"Italy","10.0","M-60A1 Patton-2","Tank","1993.0","1993","10","Second-hand; leased for Italian UN forces in Somalia"
"Italy","42.0","AGM-65 Maverick","ASM","1994.0","1996-1997","42","$25 m deal; AGM-65F version; for AV-8B+ combat aircraft"
"Italy","33.0","AIM-120A AMRAAM","BVRAAM","1994.0","1996-1997","33","$23 m deal; for AV-8B+ combat aircraft"
"Italy","100.0","Paveway","Guided bomb","1996.0","1997-1998","100","GBU-16 Paveway-2 version"
"Italy","233.0","AIM-120B AMRAAM","BVRAAM","1997.0","2000-2003","233","$116 m deal; for AV-8B+ combat aircraft"
"Italy","6.0","C-130J-30 Hercules","Transport aircraft","1997.0","2002-2003","6",""
"Italy","10.0","C-130J Hercules","Transport aircraft","1997.0","2000-2001","10",""
"Italy","9.0","AAV-7A1","APC","1999.0","2002","9","Second-hand; part of $90 m deal; modernized in Italy with US kits"
"Italy","10.0","HELRAS","ASW sonar","1999.0","2002-2004","10","For 8 EH-101 ASW helicopters produced in Italy; probably from FRG production line"
"Italy","25.0","VTA-903","Diesel engine","1999.0","2000-2002","25","Part of $90 m deal; for modernization of 25 LVTP-7 APC to AAV-7RAM/RS"
"Italy","4.0","C-130J-30 Hercules","Transport aircraft","2000.0","2004-2005","4",""
"Italy","34.0","F-16(ADF)","FGA aircraft","2001.0","2003-2004","34","Second-hand; $760 m 'Peace Ceasar' lease (for total of 45000 flying hours) until Eurofighter enters service in 2010; F-16A Block-15ADF version; incl 4 F-16B version; modernized before delivery; 4 more delivered for spares only"
